page,node_id,path,characters,font_family,font_weight,font_size,color
🔵 UI_Phase 1,I3139:9529;2675:6180,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Frame 2147224799/Sample title,Welcome,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:9530;2675:6179,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Frame 2147224799/Sample title,Welcome TVC,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:9530;2675:6180,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Frame 2147224799/Sample title,Welcome,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:9531;2675:6468;2675:5147,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Format/Frame 2147224762/Frame 2147224812/Frame 2147224765/Skip,Skip,Inter,500,6.0,#8ACEFF
🔵 UI_Phase 1,I3139:9531;2675:6179,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Frame 2147224799/Sample title,Pre roll Instream,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:9531;2675:6180,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Frame 2147224799/Sample title,Instream Video,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:9532;2675:6468;2675:5163,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Format/Frame 2147224762/Frame 2147224812/Frame 2147224765/Skip,Skip,Inter,500,6.0,#8ACEFF
🔵 UI_Phase 1,I3139:9532;2675:6179,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Frame 2147224799/Sample title,Mid roll Instream,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:9532;2675:6180,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Frame 2147224799/Sample title,Instream Video,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:9533;2675:6468;2675:5131,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Format/Frame 2147224762/Frame 2147224812/Frame 2147224765/Skip,Skip,Inter,500,6.0,#8ACEFF
🔵 UI_Phase 1,I3139:9533;2675:6179,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Frame 2147224799/Sample title,Post Roll Instream,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:9533;2675:6180,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224798/Card SKU/Frame 2147224799/Sample title,Instream Video,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,2811:6822,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224797/Search/ĐỊNH DẠNG QUẢNG CÁO,ĐỊNH DẠNG QUẢNG CÁO,Bai Jamjuree,600,28.0,#3745AF
🔵 UI_Phase 1,I2811:6829;2633:5656,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224797/Component 11/Tìm kiếm,Tìm kiếm,Bai Jamjuree,600,10.0,#3745AF
🔵 UI_Phase 1,I2811:7216;2675:4701,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224797/Frame 2147224798/Badge & Chip/Text/Bộ lọc,Bộ lọc,Inter,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2811:7216;2675:4705,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224797/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:7217;94:2148,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224797/Frame 2147224798/Badge & Chip/Text/Badge,Thiết bị,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:7217;2675:4615,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224797/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:7218;94:2148,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224797/Frame 2147224798/Badge & Chip/Text/Badge,Định dạng,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:7218;2675:4615,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224797/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:7219;94:2148,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224797/Frame 2147224798/Badge & Chip/Text/Badge,Loại,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:7219;2675:4615,SKU Product (Demo)/Mb_SKU/Section 3/Frame 2147224797/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:6830;2531:9878,SKU Product (Demo)/Mb_SKU/Footer Desk/Frame 2087326388/Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Inter,400,12.0,#FFFFFF
🔵 UI_Phase 1,I2811:6830;2531:9882;2445:2775,SKU Product (Demo)/Mb_SKU/Footer Desk/Frame 92/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2811:6830;2531:9883;2445:2775,SKU Product (Demo)/Mb_SKU/Footer Desk/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2811:6830;2531:9884;2445:2775,SKU Product (Demo)/Mb_SKU/Footer Desk/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2811:6830;2531:9885;2531:6499,SKU Product (Demo)/Mb_SKU/Footer Desk/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2811:6830;2531:9887,SKU Product (Demo)/Mb_SKU/Footer Desk/Frame 90/Liên hệ,Liên hệ,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2811:6830;2531:9897,"SKU Product (Demo)/Mb_SKU/Footer Desk/Frame 90/Frame 1410103937/Frame 34/96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội","96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội",Inter,400,12.0,#FFFFFF
🔵 UI_Phase 1,I2811:6830;2531:9900,SKU Product (Demo)/Mb_SKU/Footer Desk/Frame 2087326390/© Wiivent 2026,© Wiivent 2026,Inter,400,14.0,#FFFFFF
🔵 UI_Phase 1,I2811:6830;2531:10029;2445:2487,SKU Product (Demo)/Mb_SKU/Footer Desk/Frame 2087326390/Back Button/Symbol,,Font Awesome 5 Free,900,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:7813;2445:2787;2445:2775,SKU Product (Demo)/SKU - Dropdown/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I2675:7813;2445:2794;2445:2775,SKU Product (Demo)/SKU - Dropdown/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I2675:7813;2445:2801;2445:2775,SKU Product (Demo)/SKU - Dropdown/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I2675:7813;2531:6521;2531:6497,SKU Product (Demo)/SKU - Dropdown/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:7813;3139:11474;3139:11623;107:1496,SKU Product (Demo)/SKU - Dropdown/Frame 2147224759/Frame 2147224758/List (Left Item)/Left Content/Avatar/A,V,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:7813;3139:11474;3139:11619,SKU Product (Demo)/SKU - Dropdown/Frame 2147224759/Frame 2147224758/List (Left Item)/Left Content/Title,Ngôn ngữ,Inter,600,14.0,#131927
🔵 UI_Phase 1,2675:7816,SKU Product (Demo)/SKU - Dropdown/Frame 2147224830/Frame 2147224826/Leaderboard Banner,Leaderboard Banner,Bai Jamjuree,600,40.0,#FFFFFF
🔵 UI_Phase 1,2675:7818,SKU Product (Demo)/SKU - Dropdown/Frame 2147224830/Frame 2147224826/Frame 2147224831/Banner Standard,Banner Standard,Inter,400,16.0,#FFFFFF
🔵 UI_Phase 1,2675:7820,SKU Product (Demo)/SKU - Dropdown/Frame 2147224830/Frame 2147224826/Frame 2147224831/Frame 2147224825/Available on:,Available on:,Inter,400,16.0,#FFFFFF
🔵 UI_Phase 1,I3139:8475;2675:6179,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Leaderboard Banner,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:8475;2675:6180,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Banner Standard,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:8476;2675:6179,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,In-Page Banner,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:8476;2675:6180,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Banner Standard,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:8477;2675:6179,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Side Banner,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:8477;2675:6180,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Banner Standard,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:8478;2675:6179,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Pause Banner,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:8478;2675:6180,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Banner Standard,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:8479;2675:6179,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Welcome Banner,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:8479;2675:6180,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Welcome,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:8480;2675:6179,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Welcome TVC,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:8480;2675:6180,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Welcome,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:8481;2675:6468;2675:5147,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Format/Frame 2147224762/Frame 2147224812/Frame 2147224765/Skip,Skip,Inter,500,6.0,#8ACEFF
🔵 UI_Phase 1,I3139:8481;2675:6179,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Pre roll Instream,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:8481;2675:6180,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Instream Video,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:8482;2675:6468;2675:5163,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Format/Frame 2147224762/Frame 2147224812/Frame 2147224765/Skip,Skip,Inter,500,6.0,#8ACEFF
🔵 UI_Phase 1,I3139:8482;2675:6179,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Mid roll Instream,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:8482;2675:6180,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Instream Video,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,I3139:8483;2675:6468;2675:5131,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Format/Frame 2147224762/Frame 2147224812/Frame 2147224765/Skip,Skip,Inter,500,6.0,#8ACEFF
🔵 UI_Phase 1,I3139:8483;2675:6179,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Post Roll Instream,Inter,600,18.0,#3745AF
🔵 UI_Phase 1,I3139:8483;2675:6180,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Frame 2147224799/Sample title,Instream Video,Inter,600,14.0,#6D717F
🔵 UI_Phase 1,2811:6356,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Search/ĐỊNH DẠNG QUẢNG CÁO,ĐỊNH DẠNG QUẢNG CÁO,Bai Jamjuree,600,28.0,#3745AF
🔵 UI_Phase 1,I2811:6359;2675:4701,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Frame 2147224798/Badge & Chip/Text/Bộ lọc,Bộ lọc,Inter,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2811:6359;2675:4705,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:6360;94:2148,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Frame 2147224798/Badge & Chip/Text/Badge,Thiết bị,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:6360;2675:4615,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:6361;94:2148,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Frame 2147224798/Badge & Chip/Text/Badge,Định dạng,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:6361;2675:4615,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:6362;94:2148,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Frame 2147224798/Badge & Chip/Text/Badge,Loại,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:6362;2675:4615,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2811:6363;2633:5656,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Component 11/Tìm kiếm,Tìm kiếm,Bai Jamjuree,600,10.0,#3745AF
🔵 UI_Phase 1,I2811:6364;2849:4688,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Option/Left Content/Sample Title,Thiết bị,Manrope,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2811:6364;2849:4655;2675:6870,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Mobile,Manrope,600,14.0,#4E61F6
🔵 UI_Phase 1,I2811:6364;2675:6884;2675:6865,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Mobile,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2811:6364;3139:8273;2675:6865,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu/Left Content/Sample Text,PC,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2811:6364;2675:6885;2675:6865,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Smart TV,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:7850;2531:9822,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 2087326388/Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Inter,400,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:7850;2531:9826;2445:2775,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2675:7850;2531:9827;2445:2775,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2675:7850;2531:9828;2445:2775,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2675:7850;2531:9829;2531:6497,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:7850;2531:9831,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 90/Liên hệ,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2675:7850;2531:9841,"SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 90/Frame 1410103937/Frame 34/96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội","96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội",Inter,400,14.0,#FFFFFF
🔵 UI_Phase 1,I2675:7850;2531:10058,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 1527/© Wiinvent 2026,© Wiinvent 2026,Manrope,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:7850;2531:10059;2445:2487,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 1527/Back Button/Symbol,,Font Awesome 5 Free,900,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:10596;2849:4688,SKU Product (Demo)/Dropdown Option/Dropdown Option/Left Content/Sample Title,Sample Title,Manrope,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2675:10596;2849:4655;2675:6870,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Mobile,Manrope,600,14.0,#4E61F6
🔵 UI_Phase 1,I2675:10596;2675:6884;2675:6865,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Mobile,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:10596;3139:8273;2675:6865,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,PC,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:10596;2675:6885;2675:6865,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Smart TV,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2856:7128;2849:4688,SKU Product (Demo)/Dropdown Option/Dropdown Option/Left Content/Sample Title,Định dạng,Manrope,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2856:7128;2849:4655;2675:6870,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Banner Standard,Manrope,600,14.0,#4E61F6
🔵 UI_Phase 1,I2856:7128;2675:6884;2675:6865,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Welcome,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2856:7128;3139:8273;2675:6865,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Sample Title,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2856:7128;2675:6885;2675:6865,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Instream Video,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2856:7151;2849:4688,SKU Product (Demo)/Dropdown Option/Dropdown Option/Left Content/Sample Title,Loại,Manrope,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2856:7151;2849:4655;2675:6870,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Display,Manrope,600,14.0,#4E61F6
🔵 UI_Phase 1,I2856:7151;2675:6884;2675:6865,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Video,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2856:7151;3139:8273;2675:6865,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Sample Title,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2856:7151;2675:6885;2675:6865,SKU Product (Demo)/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Smart TV,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,2675:7714,SKU Product (Demo)/Frame 2147224797/Search/ĐỊNH DẠNG QUẢNG CÁO,ĐỊNH DẠNG QUẢNG CÁO,Bai Jamjuree,600,28.0,#3745AF
🔵 UI_Phase 1,I2675:7717;2675:4701,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip/Text/Bộ lọc,Bộ lọc,Inter,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2675:7717;2675:4705,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2675:7718;94:2148,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip/Text/Badge,Thiết bị,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2675:7718;2675:4615,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2675:7719;94:2148,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip/Text/Badge,Định dạng,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2675:7719;2675:4615,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2675:7720;94:2148,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip/Text/Badge,Loại,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2675:7720;2675:4615,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip/cancel/Text/1,1,Inter,600,14.0,#0095FF
🔵 UI_Phase 1,I2675:7721;2633:5656,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Component 11/Tìm kiếm,Tìm kiếm,Bai Jamjuree,600,10.0,#3745AF
🔵 UI_Phase 1,I2675:7791;2849:4688,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Option/Left Content/Sample Title,Sample Title,Manrope,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2675:7791;2849:4655;2675:6870,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Mobile,Manrope,600,14.0,#4E61F6
🔵 UI_Phase 1,I2675:7791;2675:6884;2675:6865,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu/Left Content/Sample Text,PC,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:7791;3139:8273;2675:6865,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Sample Title,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:7791;2675:6885;2675:6865,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu/Left Content/Sample Text,Smart TV,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,2675:6865,SKU Product (Demo)/Dropdown Menu/Dropdown Menu/Property 1=Default/Left Content/Sample Text,Sample Text,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,2675:6870,SKU Product (Demo)/Dropdown Menu/Dropdown Menu/Property 1=Choose/Left Content/Sample Text,Sample Text,Manrope,600,14.0,#4E61F6
🔵 UI_Phase 1,2675:6874,SKU Product (Demo)/Dropdown Menu/Dropdown Menu/Property 1=Hover/Left Content/Sample Text,Sample Text,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,2675:6875,SKU Product (Demo)/Dropdown Menu/Default,Default,Manrope,600,16.0,#FFAA00
🔵 UI_Phase 1,2675:6876,SKU Product (Demo)/Dropdown Menu/Hover,Hover,Manrope,600,16.0,#FFAA00
🔵 UI_Phase 1,2675:6877,SKU Product (Demo)/Dropdown Menu/Choose,Choose,Manrope,600,16.0,#FFAA00
🔵 UI_Phase 1,2675:6878,SKU Product (Demo)/Dropdown Menu/Big,Big,Manrope,600,16.0,#FFAA00
🔵 UI_Phase 1,2675:6879,SKU Product (Demo)/Dropdown Menu/Small,Small,Manrope,600,16.0,#FFAA00
🔵 UI_Phase 1,2675:6880,SKU Product (Demo)/Dropdown Menu/Dropdown cần phải co giãn được theo độ to nhỏ của Blog Input Field,Dropdown cần phải co giãn được theo độ to nhỏ của Blog Input Field,Manrope,600,14.0,#FFAA00
🔵 UI_Phase 1,2849:4688,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Option/Left Content/Sample Title,Sample Title,Manrope,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2849:4655;2675:6870,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu/Left Content/Sample Text,Sample Title,Manrope,600,14.0,#4E61F6
🔵 UI_Phase 1,I2675:6884;2675:6865,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu/Left Content/Sample Text,Sample Title,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I3139:8273;2675:6865,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu/Left Content/Sample Text,Sample Title,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:6885;2675:6865,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu/Left Content/Sample Text,Sample Title,Manrope,600,14.0,#9EA2AE
🔵 UI_Phase 1,2856:4715,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Option/Left Content/Sample Title,Sample Title,Manrope,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2675:6887;2675:6870,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Menu/Left Content/Sample Text,Sample title,Manrope,600,14.0,#4E61F6
