page,node_id,node_name,path,trigger,action,destination_id,navigation,transition_type,duration_ms,easing,direction,variable_id,variable_expr
🔵 UI_Phase 1,I3139:8482;2675:6468,Format,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Format,ON_HOVER,NODE,2675:6444,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8483,Card SKU,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8483,Card SKU,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8483;2675:6468,Format,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Format,(legacy),NAVIGATE,2675:6412,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8483;2675:6468,Format,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224799/Card SKU/Format,ON_HOVER,NODE,2675:6412,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2811:6363,Component 11,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Component 11,(legacy),NAVIGATE,2633:5704,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2811:6363,Component 11,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Frame 2147224795/Component 11,ON_HOVER,NODE,2633:5704,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2811:6364;2856:7093,Collapse,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Option/Collapse,(legacy),NAVIGATE,2633:2693,,,300.0,LINEAR,,,
🔵 UI_Phase 1,I2811:6364;2856:7093,Collapse,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Option/Collapse,ON_CLICK,NODE,2633:2693,NAVIGATE,SMART_ANIMATE,300.0,LINEAR,,,
🔵 UI_Phase 1,I2811:6364;2849:4655,Dropdown Menu,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6862,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2811:6364;2849:4655,Dropdown Menu,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu,ON_CLICK,NODE,2675:6862,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2811:6364;2675:6884,Dropdown Menu,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2811:6364;2675:6884,Dropdown Menu,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2811:6364;3139:8273,Dropdown Menu,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2811:6364;3139:8273,Dropdown Menu,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2811:6364;2675:6885,Dropdown Menu,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2811:6364;2675:6885,Dropdown Menu,SKU Product (Demo)/SKU - Dropdown/Section 3/Frame 2147224798/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7850;2531:9826,Button of Nav Heading,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7850;2531:9826,Button of Nav Heading,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7850;2531:9827,Button of Nav Heading,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7850;2531:9827,Button of Nav Heading,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7850;2531:9828,Button of Nav Heading,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7850;2531:9828,Button of Nav Heading,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7850;2531:9829,Button of Nav Heading,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2531:6498,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7850;2531:9829,Button of Nav Heading,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2531:6498,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7850;2531:10059,Back Button,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 1527/Back Button,(legacy),NAVIGATE,2445:2488,,,100.0,LINEAR,,,
🔵 UI_Phase 1,I2675:7850;2531:10059,Back Button,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 1527/Back Button,ON_HOVER,NODE,2445:2488,CHANGE_TO,SMART_ANIMATE,100.0,LINEAR,,,
🔵 UI_Phase 1,I2675:7850;2531:10059,Back Button,SKU Product (Demo)/SKU - Dropdown/Footer Desk/Frame 1527/Back Button,ON_CLICK,NODE,2675:7813,SCROLL_TO,SCROLL_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:10596;2856:7093,Collapse,SKU Product (Demo)/Dropdown Option/Dropdown Option/Collapse,(legacy),NAVIGATE,2633:2693,,,300.0,LINEAR,,,
🔵 UI_Phase 1,I2675:10596;2856:7093,Collapse,SKU Product (Demo)/Dropdown Option/Dropdown Option/Collapse,ON_CLICK,NODE,2633:2693,NAVIGATE,SMART_ANIMATE,300.0,LINEAR,,,
🔵 UI_Phase 1,I2675:10596;2849:4655,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6862,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:10596;2849:4655,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_CLICK,NODE,2675:6862,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:10596;2675:6884,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:10596;2675:6884,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:10596;3139:8273,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:10596;3139:8273,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:10596;2675:6885,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:10596;2675:6885,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7128;2856:7093,Collapse,SKU Product (Demo)/Dropdown Option/Dropdown Option/Collapse,(legacy),NAVIGATE,2633:2693,,,300.0,LINEAR,,,
🔵 UI_Phase 1,I2856:7128;2856:7093,Collapse,SKU Product (Demo)/Dropdown Option/Dropdown Option/Collapse,ON_CLICK,NODE,2633:2693,NAVIGATE,SMART_ANIMATE,300.0,LINEAR,,,
🔵 UI_Phase 1,I2856:7128;2849:4655,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6862,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7128;2849:4655,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_CLICK,NODE,2675:6862,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7128;2675:6884,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7128;2675:6884,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7128;3139:8273,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7128;3139:8273,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7128;2675:6885,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7128;2675:6885,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7151;2856:7093,Collapse,SKU Product (Demo)/Dropdown Option/Dropdown Option/Collapse,(legacy),NAVIGATE,2633:2693,,,300.0,LINEAR,,,
🔵 UI_Phase 1,I2856:7151;2856:7093,Collapse,SKU Product (Demo)/Dropdown Option/Dropdown Option/Collapse,ON_CLICK,NODE,2633:2693,NAVIGATE,SMART_ANIMATE,300.0,LINEAR,,,
🔵 UI_Phase 1,I2856:7151;2849:4655,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6862,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7151;2849:4655,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_CLICK,NODE,2675:6862,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7151;2675:6884,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7151;2675:6884,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7151;3139:8273,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7151;3139:8273,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7151;2675:6885,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:7151;2675:6885,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:7721,Component 11,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Component 11,(legacy),NAVIGATE,2633:5704,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:7721,Component 11,SKU Product (Demo)/Frame 2147224797/Frame 2147224795/Component 11,ON_HOVER,NODE,2633:5704,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7791;2856:7093,Collapse,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Option/Collapse,(legacy),NAVIGATE,2633:2693,,,300.0,LINEAR,,,
🔵 UI_Phase 1,I2675:7791;2856:7093,Collapse,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Option/Collapse,ON_CLICK,NODE,2633:2693,NAVIGATE,SMART_ANIMATE,300.0,LINEAR,,,
🔵 UI_Phase 1,I2675:7791;2849:4655,Dropdown Menu,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6862,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7791;2849:4655,Dropdown Menu,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu,ON_CLICK,NODE,2675:6862,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7791;2675:6884,Dropdown Menu,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7791;2675:6884,Dropdown Menu,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7791;3139:8273,Dropdown Menu,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7791;3139:8273,Dropdown Menu,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7791;2675:6885,Dropdown Menu,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:7791;2675:6885,Dropdown Menu,SKU Product (Demo)/Frame 2147224797/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6862,Property 1=Default,SKU Product (Demo)/Dropdown Menu/Dropdown Menu/Property 1=Default,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6862,Property 1=Default,SKU Product (Demo)/Dropdown Menu/Dropdown Menu/Property 1=Default,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6866,Property 1=Choose,SKU Product (Demo)/Dropdown Menu/Dropdown Menu/Property 1=Choose,(legacy),NAVIGATE,2675:6862,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6866,Property 1=Choose,SKU Product (Demo)/Dropdown Menu/Dropdown Menu/Property 1=Choose,ON_CLICK,NODE,2675:6862,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6871,Property 1=Hover,SKU Product (Demo)/Dropdown Menu/Dropdown Menu/Property 1=Hover,(legacy),NAVIGATE,2675:6866,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6871,Property 1=Hover,SKU Product (Demo)/Dropdown Menu/Dropdown Menu/Property 1=Hover,ON_CLICK,NODE,2675:6866,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2856:7093,Collapse,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Option/Collapse,(legacy),NAVIGATE,2633:2693,,,300.0,LINEAR,,,
🔵 UI_Phase 1,2856:7093,Collapse,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Option/Collapse,ON_CLICK,NODE,2633:2693,NAVIGATE,SMART_ANIMATE,300.0,LINEAR,,,
🔵 UI_Phase 1,2849:4655,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu,(legacy),NAVIGATE,2675:6862,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2849:4655,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu,ON_CLICK,NODE,2675:6862,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6884,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6884,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8273,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8273,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6885,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6885,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Big/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2856:7123,Collapse,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Option/Collapse,(legacy),NAVIGATE,2633:2693,,,300.0,LINEAR,,,
🔵 UI_Phase 1,2856:7123,Collapse,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Option/Collapse,ON_CLICK,NODE,2633:2693,NAVIGATE,SMART_ANIMATE,300.0,LINEAR,,,
🔵 UI_Phase 1,2675:6887,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Menu,(legacy),NAVIGATE,2675:6862,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6887,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Menu,ON_CLICK,NODE,2675:6862,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6888,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6888,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8302,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8302,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6889,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2675:6889,Dropdown Menu,SKU Product (Demo)/Dropdown Menu/Dropdown Option/Size=Small/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2865:23872;2856:7093,Collapse,SKU Product (Demo)/Dropdown Option/Dropdown Option/Collapse,(legacy),NAVIGATE,2633:2693,,,300.0,LINEAR,,,
🔵 UI_Phase 1,I2865:23872;2856:7093,Collapse,SKU Product (Demo)/Dropdown Option/Dropdown Option/Collapse,ON_CLICK,NODE,2633:2693,NAVIGATE,SMART_ANIMATE,300.0,LINEAR,,,
🔵 UI_Phase 1,I2865:23872;2849:4655,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6862,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2865:23872;2849:4655,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_CLICK,NODE,2675:6862,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2865:23872;2675:6884,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2865:23872;2675:6884,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2865:23872;3139:8273,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2865:23872;3139:8273,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2865:23872;2675:6885,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,(legacy),NAVIGATE,2675:6871,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2865:23872;2675:6885,Dropdown Menu,SKU Product (Demo)/Dropdown Option/Dropdown Menu,ON_HOVER,NODE,2675:6871,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:8695;2445:2808,Button of Nav Heading,SKU Product (Demo)/Tb_SKU/Frame 2147224759/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:8695;2445:2808,Button of Nav Heading,SKU Product (Demo)/Tb_SKU/Frame 2147224759/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:8695;2445:2811,Button of Nav Heading,SKU Product (Demo)/Tb_SKU/Frame 2147224759/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:8695;2445:2811,Button of Nav Heading,SKU Product (Demo)/Tb_SKU/Frame 2147224759/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:8695;2445:2814,Button of Nav Heading,SKU Product (Demo)/Tb_SKU/Frame 2147224759/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:8695;2445:2814,Button of Nav Heading,SKU Product (Demo)/Tb_SKU/Frame 2147224759/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:8695;2531:6542,Button of Nav Heading,SKU Product (Demo)/Tb_SKU/Frame 2147224759/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2531:6498,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2856:8695;2531:6542,Button of Nav Heading,SKU Product (Demo)/Tb_SKU/Frame 2147224759/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2531:6498,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8325,Card SKU,SKU Product (Demo)/Tb_SKU/Section 2/Frame 2147224798/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8325,Card SKU,SKU Product (Demo)/Tb_SKU/Section 2/Frame 2147224798/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8325,Card SKU,SKU Product (Demo)/Tb_SKU/Section 2/Frame 2147224798/Card SKU,ON_CLICK,NODE,2856:8352,NAVIGATE,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8325;2675:6468,Component 12,SKU Product (Demo)/Tb_SKU/Section 2/Frame 2147224798/Card SKU/Component 12,(legacy),NAVIGATE,2675:6348,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8325;2675:6468,Component 12,SKU Product (Demo)/Tb_SKU/Section 2/Frame 2147224798/Card SKU/Component 12,ON_HOVER,NODE,2675:6348,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8326,Card SKU,SKU Product (Demo)/Tb_SKU/Section 2/Frame 2147224798/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
